id_CH;id_ZH;id_RO;empire;kingdom;phylum;class;order;family;genus;species;size;potentiallyToxic;affiliation;synonyms;EstimatedBiovolumesFromLiterature;Literature;volume_um.3;kremer_key;kremer_match;min_nu.biovol;mn_nu.biovol;mdn_nu.biovol;max_nu.biovol;sd_nu.biovol;n;mn_cells.per.nu;n_sources;w.tsn;analysis;comments;size_category;motility;physiology;colony_growth;stRategy;cell_shape;special_nutrition;volume_um.3.1;surface_um.2;VWS;GRE;HAL;SEM;BAL;BoOber;Unter;WAL;qualifier_as_food;species_buergi;coloniality;comments_coloniality;guild;guild.code
3417;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;kuetzingii;;NA;Closterium kuetzingii;;NA;;2500;Closterium kuetzingii;species;3,574031268;4,349915643;4,331427297;4,703944478;0,285606299;35;NA;2;7338;all;NA;d;c;a;b;K;d;NA;2500;2000;NA;NA;NA;NA;NA;2500;2500;NA;100;Closterium kuetzingii;0;;green algae;P4
3418;320202;s159;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;aciculare;;NA;Closterium aciculare;;NA;;6500;Closterium aciculare;species;3,397940009;3,723356609;3,738560627;3,878904602;0,155162096;10;NA;1;7286;all;NA;d;c;a;b;K;f;NA;6500;3500;100;NA;NA;NA;NA;5000;5000;NA;100;Closterium aciculare;0;;green algae;P4
3419;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;acerosum;;NA;Closterium acerosum;Vibrio acerosum Schrank / Closterium sigmoideum;NA;;40000;Closterium;genus;1,775901579;2,861474522;2,665931287;5,423363855;0,605349736;1415;1;7;7257;all;NA;d;c;a;b;K;e;NA;NA;NA;NA;NA;NA;NA;NA;40000;40000;NA;NA;Closterium acerosum;0;;green algae;P4
3420;320203;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;leibleinii;;NA;Closterium leibleinii;;NA;;2500;Closterium;genus;1,775901579;2,861474522;2,665931287;5,423363855;0,605349736;1415;1;7;7257;all;NA;d;c;a;b;K;e;NA;2500;NA;NA;NA;NA;NA;NA;10000;10000;NA;NA;Closterium leibleinii;0;;green algae;P4
3421;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Pleurotaenium;sp;;NA;Pleurotaenium sp;;NA;;1800000;Pleurotaenium;genus;3,301029996;4,721042263;4,665618509;6,098300653;1,123653769;9;NA;2;8712;all;NA;NA;NA;NA;NA;NA;NA;NA;1800000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Pleurotaenium sp;0;;green algae;P4
3422;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Pleurotaenium;trabecula;;NA;Pleurotaenium trabecula;;NA;;1800000;Pleurotaenium trabecula;species;5,590897539;5,870773641;5,923122731;6,098300653;0,257720392;3;NA;1;8713;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Pleurotaenium trabecula;0;;green algae;P4
3423;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Euastrum;sp;;NA;Euastrum sp;;NA;;1800000;Euastrum;genus;2,06069784;3,149040584;3,121121592;5,604880243;0,800846224;150;NA;2;8525;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Euastrum sp;0;;green algae;P4
3424;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Euastrum;didelta;;NA;Euastrum didelta;;NA;;1800000;Euastrum;genus;2,06069784;3,149040584;3,121121592;5,604880243;0,800846224;150;NA;2;8525;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Euastrum didelta;0;;green algae;P4
3425;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Euastrum;oblongum;;NA;Euastrum oblongum;;NA;;1800000;Euastrum oblongum;species;5,277219435;5,277219435;5,277219435;5,277219435;NA;1;NA;1;8609;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Euastrum oblongum;0;;green algae;P4
3426;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Tetmemorus;sp;;NA;Tetmemorus sp;;NA;;1800000;Tetmemorus;genus;4,512203952;4,91773069;5,091695089;5,149293029;0,352375271;3;NA;1;8483;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tetmemorus sp;0;;green algae;P4
3427;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Tetmemorus;laevis;;NA;Tetmemorus laevis;Penium laeve / Closterium laeve;NA;;1800000;Tetmemorus;genus;4,512203952;4,91773069;5,091695089;5,149293029;0,352375271;3;NA;1;8483;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tetmemorus laevis;0;;green algae;P4
3428;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Micrasterias;sp;;NA;Micrasterias sp;;NA;;1800000;Micrasterias;genus;4,814647069;5,177920531;5,210117783;5,73706695;0,244441715;15;NA;1;8358;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Micrasterias sp;0;;green algae;P4
3429;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Micrasterias;truncata;;NA;Micrasterias truncata;;NA;;1800000;Micrasterias truncata;species;4,851918464;5,032313987;5,032313987;5,21270951;0,255117795;2;NA;1;8425;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Micrasterias truncata;0;;green algae;P4
3430;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Micrasterias;rotata;;NA;Micrasterias rotata;;NA;;1800000;Micrasterias;genus;4,814647069;5,177920531;5,210117783;5,73706695;0,244441715;15;NA;1;8358;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Micrasterias rotata;0;;green algae;P4
3431;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Micrasterias;denticulata;;NA;Micrasterias denticulata;;NA;;1800000;Micrasterias;genus;4,814647069;5,177920531;5,210117783;5,73706695;0,244441715;15;NA;1;8358;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Micrasterias denticulata;0;;green algae;P4
3432;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Micrasterias;crux-melitensis;;NA;Micrasterias crux-melitensis;;NA;;1800000;Micrasterias;genus;4,814647069;5,177920531;5,210117783;5,73706695;0,244441715;15;NA;1;8358;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Micrasterias crux-melitensis;0;;green algae;P4
3433;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Xanthidium;sp;;NA;Xanthidium sp;;NA;;1800000;Xanthidium;genus;3,380211242;4,190332519;4,176091259;4,695092349;0,418397476;34;NA;2;8313;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Xanthidium sp;0;;green algae;P4
3434;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurodesmus;sp;;NA;Staurodesmus sp;Arthrodesmus sp;NA;;1500;Staurodesmus;genus;2,380211242;3,131898998;3,204119983;4,290902333;0,33355932;577;NA;2;7182;all;NA;NA;NA;NA;NA;NA;NA;NA;1500;NA;NA;NA;NA;NA;NA;1500;1500;NA;NA;Staurodesmus sp;0;;green algae;P4
3435;320300;s165;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Cosmarium;sp;;NA;Cosmarium sp;;NA;;2500;Cosmarium;genus;1,342225229;2,931548698;2,77815125;5,052663167;0,663331704;1346;1,02;7;7848;all;NA;c;c;a;b;R;a;NA;2500;2500;2500;2500;2500;3000;NA;2200;2200;1200;250;Cosmarium sp;0;;green algae;P4
3436;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Cosmarium;depressum var Planctonicum;;NA;Cosmarium depressum var Planctonicum;Cosmarium depressum var Limneticum;NA;;1200;Cosmarium;genus;1,342225229;2,931548698;2,77815125;5,052663167;0,663331704;1346;1,02;7;7848;all;NA;c;c;a;b;R;a;NA;1200;1500;NA;NA;NA;NA;NA;1200;1200;NA;250;Cosmarium depressum var. planctonicus;0;;green algae;P4
3437;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Cosmarium;subcostatum;;NA;Cosmarium subcostatum;;NA;;2500;Cosmarium subcostatum;species;2,361727836;3,012061355;3,096910013;3,803457116;0,372382669;75;NA;1;8115;all;NA;c;c;a;b;R;a;NA;2500;2000;NA;NA;NA;NA;NA;2500;2500;NA;200;Cosmarium subcostatum;0;;green algae;P4
3438;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Cosmarium;subprotumidum;;NA;Cosmarium subprotumidum;;NA;;2500;Cosmarium subprotumidum;species;3,301029996;3,301029996;3,301029996;3,301029996;NA;1;NA;1;8124;all;NA;c;c;a;b;R;a;NA;2500;2000;NA;NA;NA;NA;NA;2500;2500;NA;250;Cosmarium subprotumidum;0;;green algae;P4
3439;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Cosmarium;reniforme;;NA;Cosmarium reniforme;;NA;;5000;Cosmarium reniforme;species;2,662757832;2,859983447;2,698970004;3,36875162;0,273645814;9;NA;1;8089;all;NA;c;c;a;b;R;c;NA;5000;3500;NA;NA;NA;NA;NA;NA;NA;NA;250;Cosmarium reniforme;0;;green algae;P4
3440;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Cosmarium;difficile;;NA;Cosmarium difficile;;NA;;1000;Cosmarium;genus;1,342225229;2,931548698;2,77815125;5,052663167;0,663331704;1346;1,02;7;7848;all;NA;c;c;a;b;K;h;NA;1000;1100;NA;NA;NA;NA;NA;NA;NA;NA;300;Cosmarium difficile;0;;green algae;P4
3441;320400;s199;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;sp;;NA;Staurastrum sp;;NA;;15000;Staurastrum;genus;1,797959644;3,367816178;3,476517649;4,883530843;0,419423427;2005;1,032258065;7;7440;all;NA;d;c;a;b;K;h;NA;15000;8000;18000;10000;18000;10000;11000;12000;12000;10000;500;Staurastrum sp;0;;green algae;P4
3442;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;pingue;;NA;Staurastrum pingue;;NA;;12000;Staurastrum pingue;species;3,230448921;3,5046655;3,508529719;3,698970004;0,058631553;50;NA;1;7824;all;NA;d;c;a;b;K;h;NA;12000;8000;NA;NA;NA;NA;NA;12000;12000;NA;500;Staurastrum pingue;0;;green algae;P4
3443;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;cingulum;;NA;Staurastrum cingulum;;NA;;15000;Staurastrum cingulum;species;3,397940009;3,822939021;3,932877285;3,995635195;0,184954202;46;1;3;7475;all;NA;d;c;a;b;K;h;NA;15000;8000;NA;NA;NA;NA;NA;15000;15000;NA;500;Staurastrum cingulum;0;;green algae;P4
3444;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;sebaldi f ornatum;;NA;Staurastrum sebaldi f ornatum;;NA;;15000;Staurastrum;genus;1,797959644;3,367816178;3,476517649;4,883530843;0,419423427;2005;1,032258065;7;7440;all;NA;d;c;a;b;K;h;NA;15000;8000;NA;NA;NA;NA;NA;15000;15000;NA;500;Staurastrum sebaldi f. ornatum;0;;green algae;P4
3445;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;tetracerum;;NA;Staurastrum tetracerum;;NA;;10000;Staurastrum tetracerum;species;2,166331422;2,411630614;2,395598405;2,752048448;0,237954763;6;NA;2;7582;all;NA;d;c;a;b;K;h;NA;10000;7000;NA;NA;NA;NA;NA;10000;10000;NA;500;Staurastrum tetracerum;0;;green algae;P4
3446;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;gracile;;NA;Staurastrum gracile;;NA;;10000;Staurastrum gracile;species;3,1430148;3,649939935;3,698970004;4;0,19689498;212;NA;1;7445;all;NA;d;c;a;b;K;h;NA;10000;7000;NA;NA;NA;NA;NA;10000;10000;NA;500;Staurastrum gracile;0;;green algae;P4
3447;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;manfeldtii var splendidum;;NA;Staurastrum manfeldtii var splendidum;Staurastrum messikommeri;NA;;10000;Staurastrum;genus;1,797959644;3,367816178;3,476517649;4,883530843;0,419423427;2005;1,032258065;7;7440;all;NA;d;c;a;b;R;f;NA;10000;7000;NA;NA;NA;NA;NA;10000;10000;NA;500;Staurastrum manfeldtii var. splendidum;0;;green algae;P4
3448;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Bambusina;sp;;NA;Bambusina sp;;NA;;10000;Bambusina;genus;3,449092531;3,557935334;3,567584015;3,647480773;0,088258862;4;NA;2;8836;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bambusina sp;1;;green algae;P5
3449;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Bambusina;brebissonii;;NA;Bambusina brebissonii;;NA;;12000;Bambusina brebissonii;species;3,449092531;3,449092531;3,449092531;3,449092531;NA;1;NA;1;8837;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12000;12000;NA;500;Bambusina brébissonii;1;;green algae;P5
3450;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;lunatum;;NA;Staurastrum lunatum;;NA;;12000;Staurastrum lunatum;species;3;3,509599835;3,698970004;4,161154011;0,362646367;97;NA;1;7663;all;NA;d;c;a;b;K;h;NA;12000;NA;NA;NA;NA;NA;NA;12000;12000;NA;500;Staurastrum lunatum;0;;green algae;P4
3451;NA;s197;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;paradoxum;;NA;Staurastrum paradoxum;;NA;;12000;Staurastrum paradoxum;species;2,333450821;3,145785793;3,175998272;3,900367129;0,376786677;593;1;3;7549;all;NA;d;c;a;b;K;h;NA;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staurastrum paradoxum;0;;green algae;P4
3452;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Actinotaenium;cucurbita;;NA;Actinotaenium cucurbita;;NA;;2500;Actinotaenium;genus;3,352568386;3,777994643;3,719828286;4,235124264;0,322974526;5;NA;1;8779;all;NA;NA;NA;NA;NA;NA;NA;NA;2500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Actinotaenium cucurbita;0;;green algae;P4
3453;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurodesmus;incus;;NA;Staurodesmus incus;Arthrodesmus incus;NA;;1500;Staurodesmus incus;species;2,950851459;3,238703517;3,205813141;3,598790507;0,129896222;15;NA;2;7217;all;NA;NA;NA;NA;NA;NA;NA;NA;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staurodesmus incus;0;;green algae;P4
3454;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;ehrenbergii;;NA;Closterium ehrenbergii;;NA;;90000;Closterium ehrenbergii;species;4,822664879;4,972769537;4,972769537;5,122874196;0,212280043;2;NA;1;7323;all;NA;d;c;a;NA;NA;NA;NA;90000;NA;NA;NA;NA;NA;NA;50000;50000;NA;NA;Closterium ehrenbergii;0;;green algae;P4
3455;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;incurvum;;NA;Closterium incurvum;;NA;;90000;Closterium;genus;1,775901579;2,861474522;2,665931287;5,423363855;0,605349736;1415;1;7;7257;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Closterium incurvum;0;;green algae;P4
3456;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;moniliferum;;NA;Closterium moniliferum;;NA;;30000;Closterium moniliferum;species;1,841547165;2,657700801;2,649689161;4,368714459;0,390280399;131;1;4;7357;all;NA;d;c;a;NA;NA;NA;NA;30000;NA;NA;NA;NA;NA;NA;30000;30000;NA;NA;Closterium moniliferum;0;;green algae;P4
3457;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;aculeatum;;NA;Staurastrum aculeatum;;NA;;30000;Staurastrum;genus;1,797959644;3,367816178;3,476517649;4,883530843;0,419423427;2005;1,032258065;7;7440;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staurastrum aculeatum;0;;green algae;P4
3458;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;alternans;;NA;Staurastrum alternans;;NA;;30000;Staurastrum alternans;species;3,573799582;3,573799582;3,573799582;3,573799582;NA;1;NA;1;7596;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staurastrum alternans;0;;green algae;P4
3459;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;furcigerum;;NA;Staurastrum furcigerum;;NA;;30000;Staurastrum furcigerum;species;3,301029996;4,000825196;4,079181246;4,146128036;0,248615901;10;NA;1;7494;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staurastrum furcigerum;0;;green algae;P4
3460;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;lunatum;;NA;Staurastrum lunatum;;NA;;12000;Staurastrum lunatum;species;3;3,509599835;3,698970004;4,161154011;0,362646367;97;NA;1;7663;all;NA;d;c;a;NA;NA;NA;NA;12000;NA;NA;NA;NA;NA;NA;12000;12000;NA;NA;Staurastrum lunatum;0;;green algae;P4
3461;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Spondylosium;sp;;NA;Spondylosium sp;;NA;;1000;Spondylosium;genus;2,444044796;2,904674543;2,865301426;3,204119983;0,169951031;135;NA;2;8468;all;NA;c;c;a;h;K;g;NA;1000;NA;NA;NA;NA;NA;NA;1000;1000;NA;100;Spondylosium sp;1;;green algae;P5
3462;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Spondylosium;planum;;NA;Spondylosium planum;;NA;;680;Spondylosium planum;species;2,444044796;2,904674543;2,865301426;3,204119983;0,169951031;135;NA;2;8472;all;NA;c;c;a;h;K;g;NA;680;NA;NA;NA;NA;NA;NA;680;680;NA;90;Spondylosium planum;1;;green algae;P5
3463;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;johnsonii;;NA;Staurastrum johnsonii;;NA;;12000;Staurastrum;genus;1,797959644;3,367816178;3,476517649;4,883530843;0,419423427;2005;1,032258065;7;7440;all;NA;d;c;a;b;K;h;NA;12000;NA;NA;NA;NA;NA;NA;12000;12000;NA;NA;Staurastrum johnsonii;0;;green algae;P4
3464;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;planctonicum;;NA;Staurastrum planctonicum;;NA;;12000;Staurastrum;genus;1,797959644;3,367816178;3,476517649;4,883530843;0,419423427;2005;1,032258065;7;7440;all;NA;d;c;a;b;K;h;NA;12000;8000;NA;NA;NA;NA;NA;12000;12000;NA;500;Staurastrum planctonicum;0;;green algae;P4
3465;320304;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Cosmarium;bioculatum;;NA;Cosmarium bioculatum;;NA;;600;Cosmarium bioculatum;species;2,878440156;2,96181388;2,966743249;2,968660248;0,021505798;17;NA;1;7879;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cosmarium bioculatum;0;;green algae;P4
3466;320301;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Cosmarium;sp;small;NA;Cosmarium sp;;NA;;350;Cosmarium;genus;1,342225229;2,931548698;2,77815125;5,052663167;0,663331704;1346;1,02;7;7848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;green algae;P3
3467;NA;s198;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Staurastrum;polytrichum;;NA;Staurastrum polytrichum;;NA;;NA;Staurastrum;genus;1,797959644;3,367816178;3,476517649;4,883530843;0,419423427;2005;1,032258065;7;7440;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;green algae;P3
3599;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;;;;NA;;;NA;;2000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;d;c;a;b;K;h;NA;2000;1500;NA;NA;NA;NA;NA;NA;NA;NA;200;Desmidiaceae;0;;green algae;P4
3601;320700;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Zygnematales;Zygnemataceae;Zygnema;sp;;NA;Zygnema sp;;NA;;2000;Zygnema;genus;3,05422991;3,870801446;3,645324002;5,042347084;0,692155755;23;28;2;7100;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Zygnema sp;1;;green algae;P5
3602;320600;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Zygnematales;Zygnemataceae;Spirogyra;sp;;NA;Spirogyra sp;;NA;;2000;Spirogyra;genus;2,84509804;4,495839729;4,525951341;5,766608384;0,709274189;87;1;4;6996;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Spirogyra sp;1;;green algae;P5
3603;320100;s179;eukaryota;Plantae;Charophyta;Conjugatophyceae;Zygnematales;Zygnemataceae;Mougeotia;sp;;NA;Mougeotia sp;;NA;;1100;Mougeotia;genus;1,748962861;3,33425913;3,299476168;4,937081372;0,741001937;381;6,516666667;7;7055;all;NA;d;c;b;h;K;f;NA;1100;1000;700;700;700;700;NA;1500;1400;1100;100;Mougeotia sp;1;;green algae;P5
3604;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Zygnematales;Zygnemataceae;Mougeotia;viridis;;NA;Mougeotia viridis;;NA;;1100;Mougeotia;genus;1,748962861;3,33425913;3,299476168;4,937081372;0,741001937;381;6,516666667;7;7055;all;NA;d;c;b;h;K;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mougeotia viridis;1;;green algae;P5
3605;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Zygnematales;Zygnemataceae;Mougeotia;gracillima;;NA;Mougeotia gracillima;;NA;;1100;Mougeotia;genus;1,748962861;3,33425913;3,299476168;4,937081372;0,741001937;381;6,516666667;7;7055;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mougeotia gracillima;1;;green algae;P5
3606;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Zygnematales;Zygnemataceae;Mougeotia;thylespora;;NA;Mougeotia thylespora;;NA;;1500;Mougeotia;genus;1,748962861;3,33425913;3,299476168;4,937081372;0,741001937;381;6,516666667;7;7055;all;NA;d;c;b;h;K;f;NA;1500;1000;700;700;700;700;NA;1500;1400;NA;100;Mougeotia thylespora;1;;green algae;P5
3607;320101;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Zygnematales;Zygnemataceae;Mougeotia;sp;small;NA;Mougeotia sp;;NA;;275;Mougeotia;genus;1,748962861;3,33425913;3,299476168;4,937081372;0,741001937;381;6,516666667;7;7055;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;green algae;P5
3801;314400;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;Oedogonium;sp;;NA;Oedogonium sp;;NA;;1500;Oedogonium;genus;1,849357982;3,256331052;3,258637283;4,867726691;0,714174416;191;4,571428571;5;8959;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Oedogonium sp;1;;green algae;P5
3802;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;Oedogonium;bohemicum;;NA;Oedogonium bohemicum;;NA;;1500;Oedogonium;genus;1,849357982;3,256331052;3,258637283;4,867726691;0,714174416;191;4,571428571;5;8959;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Oedogonium bohemicum;1;;green algae;P5
3803;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;Bulbochaete;sp;;NA;Bulbochaete sp;;NA;;1500;Bulbochaete;genus;2,638489257;3,384325967;3,257678575;4,215187969;0,398972745;25;NA;1;9115;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bulbochaete sp;1;diverging branches;green algae;P5
3804;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;Bulbochaete;mirabilis;;NA;Bulbochaete mirabilis;;NA;;1500;Bulbochaete;genus;2,638489257;3,384325967;3,257678575;4,215187969;0,398972745;25;NA;1;9115;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bulbochaete mirabilis;1;diverging branches;green algae;P5
3901;NA;;eukaryota;Plantae;Chlorophyta;Bryopsidophyceae;Bryopsidales;Dichotomosiphonaceae;Dichotomosiphon;sp;;NA;Dichotomosiphon sp;;NA;;1500;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Dichotomosiphon sp;NA;;green algae;NA
