id_CH;id_ZH;id_RO;empire;kingdom;phylum;class;order;family;genus;species;size;potentiallyToxic;affiliation;synonyms;EstimatedBiovolumesFromLiterature;Literature;volume_um.3;kremer_key;kremer_match;min_nu.biovol;mn_nu.biovol;mdn_nu.biovol;max_nu.biovol;sd_nu.biovol;n;mn_cells.per.nu;n_sources;w.tsn;analysis;comments;size_category;motility;physiology;colony_growth;stRategy;cell_shape;special_nutrition;volume_um.3.1;surface_um.2;VWS;GRE;HAL;SEM;BAL;BoOber;Unter;WAL;qualifier_as_food;species_buergi;coloniality;comments_coloniality;guild;guild.code
3084;NA;s196;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Selenastrum;gracile;;NA;Selenastrum gracile;;NA;;NA;Selenastrum;genus;0,749774952;1,620134549;1,548143637;3,201852121;0,367655484;543;1,028037383;7;6249;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;rarely solitary;green algae;P5
3101;NA;;eukaryota;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Elakatotrichaceae;Elakatothrix;sp;;NA;Elakatothrix sp;;NA;;200;Elakatothrix;genus;1,351779432;2,011333983;1,898973421;2,677997798;0,313705211;2138;1,214285714;7;9412;all;NA;d;c;b;f;R;d;NA;200;250;NA;NA;NA;NA;NA;200;200;NA;50;Elakatothrix sp;0;solitary or embedded in broad gelatinous matrix;green algae;P3
3102;313001;s174;eukaryota;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Elakatotrichaceae;Elakatothrix;gelatinosa;;NA;Elakatothrix gelatinosa;;NA;;200;Elakatothrix gelatinosa;species;2,080846464;2,378372337;2,384004231;2,400019635;0,034834237;150;2;4;9413;all;NA;d;c;b;f;R;d;NA;200;250;200;200;200;NA;NA;200;200;NA;50;Elakatothrix gelatinosa;0;;green algae;P3
3103;NA;;eukaryota;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Elakatotrichaceae;Elakatothrix;subacuta;;NA;Elakatothrix subacuta;;NA;;120;Elakatothrix;genus;1,351779432;2,011333983;1,898973421;2,677997798;0,313705211;2138;1,214285714;7;9412;all;NA;c;c;b;f;K;d;NA;120;150;NA;NA;NA;NA;NA;120;120;NA;70;Elakatothrix subacuta;0;;green algae;P3
3104;NA;;eukaryota;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Elakatotrichaceae;Elakatothrix;genevensis;;NA;Elakatothrix genevensis;;NA;;300;Elakatothrix genevensis;species;1,708298229;1,877119811;1,763829839;2,301029996;0,21615755;227;NA;1;9415;all;NA;d;c;b;f;K;d;NA;300;250;NA;NA;NA;NA;NA;300;300;NA;50;Elakatothrix genevensis;0;;green algae;P3
3105;315600;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;sp;;NA;Koliella sp;;NA;;600;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;c;b;b;K;f;NA;600;1000;NA;NA;NA;NA;NA;600;600;NA;100;Koliella sp;0;;green algae;P4
3106;315604;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;longiseta;;NA;Koliella longiseta;;NA;;850;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;c;b;b;K;f;NA;850;1200;NA;NA;NA;NA;NA;200;200;NA;100;Koliella longiseta;0;;green algae;P4
3107;315602;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;spirotaenia;;NA;Koliella spirotaenia;;NA;;1100;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;c;b;b;K;f;NA;1100;1500;NA;NA;NA;NA;NA;1100;1100;NA;100;Koliella spirotaenia;0;;green algae;P4
3108;317000;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Geminella;sp;;NA;Geminella sp;;NA;;2000;Geminella;genus;1,198657087;1,821715832;1,59439255;2,672097858;0,762570542;3;NA;1;6463;all;NA;d;c;b;h;K;g;NA;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Geminella sp;1;;green algae;P5
3109;NA;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Geminella;minor;;NA;Geminella minor;Hormospora minor;NA;;2000;Geminella;genus;1,198657087;1,821715832;1,59439255;2,672097858;0,762570542;3;NA;1;6463;all;NA;d;c;b;h;K;g;NA;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Hormospora minor;1;;green algae;P5
3110;NA;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Hormidium;sp;;NA;Hormidium sp;;NA;;170;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;c;b;h;K;g;NA;170;150;NA;NA;NA;NA;NA;170;170;NA;50;Hormidium sp;1;;green algae;P5
3111;313500;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Ulothrix;sp;;NA;Ulothrix sp;;NA;;200;Ulothrix;genus;2,051692642;3,46333875;3,424064525;4,660419576;0,733122761;24;4,636363636;5;6417;all;NA;d;c;b;h;K;g;NA;200;200;NA;NA;NA;NA;NA;340;340;NA;50;Ulothrix sp;1;;green algae;P5
3112;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Ulothrix;zonata;;NA;Ulothrix zonata;;NA;;3000;Ulothrix zonata;species;3,986906031;4,151734945;4,103203729;4,403103355;0,145878631;6;NA;1;6431;all;NA;d;c;b;h;R;g;NA;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ulothrix zonata;1;;green algae;P5
3113;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Ulothrix;moniliformis;;NA;Ulothrix moniliformis;;NA;;200;Ulothrix;genus;2,051692642;3,46333875;3,424064525;4,660419576;0,733122761;24;4,636363636;5;6417;all;NA;d;c;b;h;R;g;NA;200;200;NA;NA;NA;NA;NA;NA;NA;NA;100;Ulothrix moniliformis;1;;green algae;P5
3114;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Radiococcaceae;Raphidonema;sp;;NA;Raphidonema sp;;NA;;35;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Raphidonema sp;NA;;green algae;NA
3115;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Microsporales;Microsporaceae;Microspora;sp;;NA;Microspora sp;;NA;;600;Microspora;genus;1,471291711;2,721695171;2,735038745;4,247261127;0,634946195;264;1;4;9295;all;NA;NA;NA;NA;NA;NA;NA;NA;600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Microspora sp;1;;green algae;P5
3116;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Microsporales;Microsporaceae;Microspora;amoena;;NA;Microspora amoena;;NA;;600;Microspora amoena;species;4,247261127;4,247261127;4,247261127;4,247261127;NA;1;NA;1;9296;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Microspora amoena;1;;green algae;P5
3117;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulotrichales;Gloeotilaceae;Binuclearia;sp;;NA;Binuclearia sp;;NA;;600;Binuclearia;genus;3,255754787;3,255754787;3,255754787;3,255754787;NA;1;NA;1;6460;all;NA;NA;NA;NA;NA;NA;NA;NA;600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Binuclearia sp;1;;green algae;P5
3118;NA;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Planctonema;sp;;NA;Planctonema sp;;NA;;30;Planctonema;genus;2,673241134;2,673241134;2,673241134;2,673241134;NA;1;16,6667;1;6454;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;30;NA;NA;Planctonema sp;1;;green algae;P5
3119;NA;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Stichococcus;bacillaris;;NA;Stichococcus bacillaris;;NA;;50;Stichococcus bacillaris;species;0,406965751;0,718708819;0,685741739;1,099680641;0,166206579;17;1;2;6412;all;NA;c;c;b;h;R;f;NA;50;70;NA;NA;NA;NA;NA;50;50;NA;50;Stichococcus bacillaris;1;;green algae;P5
3120;NA;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Gloeotila;subconstricta;;NA;Gloeotila subconstricta;Ulothrix subconstricta;NA;;600;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;c;b;h;R;g;NA;600;300;NA;NA;NA;NA;NA;200;200;NA;100;Gloeotila subconstricta;1;;green algae;P5
3121;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Ulothrix;tenerrima;;NA;Ulothrix tenerrima;Ulothrix variabilis / Conferva tenerrima / Hormiscia subtilis var tenerrima / Microspora tenerrima / Ulothrix subtilis var tenerrima / Hormiscia subtilis var variabilis / Ulothrix pallida var virens;NA;;250;Ulothrix;genus;2,051692642;3,46333875;3,424064525;4,660419576;0,733122761;24;4,636363636;5;6417;all;NA;d;c;b;h;R;g;NA;250;200;NA;NA;NA;NA;NA;250;250;NA;100;Ulothrix tenerrima;1;;green algae;P5
3122;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Ulothrix;amphigranulata;;NA;Ulothrix amphigranulata;;NA;;250;Ulothrix;genus;2,051692642;3,46333875;3,424064525;4,660419576;0,733122761;24;4,636363636;5;6417;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;250;250;NA;NA;Ulothrix amphigranulata;1;;green algae;P5
3123;521102;;eukaryota;Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;paleacea;;NA;Nitzschia paleacea;;NA;;300;Nitzschia paleacea;species;0,875061263;1,583071809;1,548996331;2,260071388;0,298082328;140;NA;1;5250;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nitzschia paleacea;0;;diatoms;P6
3124;316201;;eukaryota;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium;pseudostichococcus;;NA;Klebsormidium pseudostichococcus;Chlorhormidium pseudostichococcus;NA;;NA;Klebsormidium;genus;2,957607287;2,957607287;2,957607287;2,957607287;NA;1;NA;1;6474;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Klebsormidium pseudostichococcus;1;;green algae;P5
3125;316200;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Chlorhormidium;sp;;NA;Chlorhormidium sp;;NA;;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chlorhormidium sp;1;;green algae;P5
3126;NA;s154;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Lagerheimia;quadriseta;;NA;Lagerheimia quadriseta;Chodatella quadriseta;NA;;NA;Chodatella quadriseta;species;0,923119621;1,447326812;1,451172158;2,002300003;0,275306383;19;1,058823529;4;5867;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;green algae;P3
3127;NA;s166;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Willea;crucifera;;NA;Willea crucifera;Crucigenia cruciata / Staurogenia crucifera / Crucigenia crucifera / Crucigeniella crucifera / Staurogenia cruciata;NA;;NA;Crucigenia crucifera;species;1,949975178;2,384189117;2,41685606;2,780451109;0,282726986;6;15,2;3;6227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;;green algae;P5
3128;NA;s167;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;;;Crucigenia;fenestrata;;NA;Crucigenia fenestrata;;NA;;NA;Crucigenia fenestrata;species;2,10720997;2,506142875;2,429042308;3,024793423;0,226654694;33;1;2;6228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;;green algae;P5
3129;NA;s177;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Keratococcus;rhaphidioides;;NA;Keratococcus rhaphidioides;;NA;;NA;Keratococcus;genus;2,28425021;2,435228261;2,451911674;2,45331834;0,053055112;10;1;2;202441;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;green algae;P3
3130;NA;s180;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;sp;;NA;Oocystis sp;;NA;;NA;Oocystis;genus;0,548303411;2,115418992;1,974027835;3,895090897;0,546568387;3936;2,767989693;7;5827;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;green algae;P3
3200;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulotrichales;;;;;NA;;;NA;;700;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;NA;NA;NA;NA;NA;NA;NA;700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ulotrichales;1;;green algae;P5
3201;NA;;eukaryota;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;fluviatilis;;NA;Prasiola fluviatilis;;NA;;250;Prasiola;genus;2,133538908;2,133538908;2,133538908;2,133538908;NA;1;NA;1;6394;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Prasiola fluviatilis;2;;green algae;P5
3202;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Enteromorpha;sp;;NA;Enteromorpha sp;;NA;;250;Enteromorpha;genus;2,499687083;3,219539332;3,164947373;3,777354313;0,369380631;15;NA;1;6515;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enteromorpha sp;1;;green algae;P5
3301;NA;;eukaryota;Plantae;Charophyta;Mesostigmatophyceae;Chaetosphaeridiales;Chaetosphaeridiaceae;Chaetosphaeridium;sp;;NA;Chaetosphaeridium sp;;NA;;250;Chaetosphaeridium;genus;2,190331698;2,391583662;2,432969291;2,551449998;0,184082004;3;NA;1;9369;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chaetosphaeridium sp;3;;green algae;P5
3302;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Draparnaldia;sp;;NA;Draparnaldia sp;;NA;;250;Draparnaldia;genus;2,139879086;2,139879086;2,139879086;2,139879086;NA;1;NA;1;6689;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Draparnaldia sp;3;filament with many branches in all direction;green algae;P5
3303;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Draparnaldia;glomerata;;NA;Draparnaldia glomerata;;NA;;250;Draparnaldia;genus;2,139879086;2,139879086;2,139879086;2,139879086;NA;1;NA;1;6689;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Draparnaldia glomerata;3;filament with many branches in all direction;green algae;P5
3304;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Stigeoclonium;sp;;NA;Stigeoclonium sp;;NA;;250;Stigeoclonium;genus;1,004321374;2,208864458;2,235528447;3,464756242;0,650353893;181;1;2;6651;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stigeoclonium sp;1;;green algae;P5
3305;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Stigeoclonium;tenue;;NA;Stigeoclonium tenue;;NA;;250;Stigeoclonium;genus;1,004321374;2,208864458;2,235528447;3,464756242;0,650353893;181;1;2;6651;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stigeoclonium tenue;1;;green algae;P5
3306;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Chaetophora;sp;;NA;Chaetophora sp;;NA;;250;Chaetophora;genus;0,973127854;1,25609844;1,326335861;1,547774705;0,23116056;32;NA;1;6683;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chaetophora sp;3;filament with many branches in all direction;green algae;P5
3307;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Chaetophora;incrassata;;NA;Chaetophora incrassata;;NA;;250;Chaetophora incrassata;species;0,973127854;1,25609844;1,326335861;1,547774705;0,23116056;32;NA;1;6686;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chaetophora incrassata;3;filament with many branches in all direction;green algae;P5
3308;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Chaetophora;elegans;;NA;Chaetophora elegans;;NA;;250;Chaetophora;genus;0,973127854;1,25609844;1,326335861;1,547774705;0,23116056;32;NA;1;6683;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chaetophora elegans;3;filament with many branches in all direction;green algae;P5
3309;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Trentepohliales;Trentepohliaceae;Trentepohlia;sp;;NA;Trentepohlia sp;;NA;;250;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Trentepohlia sp;3;filament with many branches in all direction;green algae;P5
3310;NA;;eukaryota;Plantae;Chlorophyta;Ulvophyceae;Trentepohliales;Trentepohliaceae;Trentepohlia;jolithus;;NA;Trentepohlia jolithus;;NA;;250;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Trentepohlia jolithus;3;filament with many branches in all direction;green algae;P5
3311;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlorococcales;Cylindrocapsaceae;Cylindrocapsa;sp;;NA;Cylindrocapsa sp;;NA;;250;Cylindrocapsa;genus;1,605305046;2,27632467;2,251111108;2,890979597;0,333132966;34;NA;1;9377;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cylindrocapsa sp;NA;;green algae;NA
3312;NA;;eukaryota;Plantae;Charophyta;Coleochaetophyceae;Coleochaetales;Coleochaetaceae;Coleochaete;sp;;NA;Coleochaete sp;;NA;;250;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Coleochaete sp;2;;green algae;P5
3313;NA;;eukaryota;Plantae;Charophyta;Coleochaetophyceae;Coleochaetales;Coleochaetaceae;Coleochaete;pulvinata;;NA;Coleochaete pulvinata;;NA;;250;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Coleochaete pulvinata;2;;green algae;P5
3314;NA;;eukaryota;Plantae;Charophyta;Coleochaetophyceae;Coleochaetales;Coleochaetaceae;Coleochaete;scutata;;NA;Coleochaete scutata;;NA;;250;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Coleochaete scutata;2;;green algae;P5
3315;315000;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Radiococcaceae;Radiococcus;sp;;NA;Radiococcus sp;;NA;;NA;Radiococcus;genus;2,25428215;2,540955935;2,581505926;2,718775631;0,176219313;30;1;1;5911;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Radiococcus sp;3;;green algae;P5
3401;NA;s175;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Gonatozygaceae;Gonatozygon;sp;;NA;Gonatozygon sp;;NA;;250;Gonatozygon;genus;3,024280376;3,389881416;3,025034601;5,041218933;0,697892037;8;NA;2;8922;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gonatozygon sp;0;;green algae;P3
3402;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Hyalotheca;sp;;NA;Hyalotheca sp;;NA;;250;Hyalotheca;genus;0,982271233;2,773023127;3,465368691;4,139816141;1,101575642;38;NA;2;8750;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Hyalotheca sp;1;;green algae;P5
3403;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Hyalotheca;dissiliens;;NA;Hyalotheca dissiliens;;NA;;250;Hyalotheca dissiliens;species;3,39707055;3,634917012;3,609807769;4,139816141;0,183537325;22;NA;2;8752;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Hyalotheca dissiliens;1;;green algae;P5
3404;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Desmidium;sp;;NA;Desmidium sp;;NA;;250;Desmidium;genus;3,141449773;4,052968911;4,073916046;4,761612146;0,480728812;8;1;3;8844;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Desmidium sp;1;;green algae;P5
3405;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Desmidium;swartzii;;NA;Desmidium swartzii;;NA;;250;Desmidium swartzii;species;3,681241237;3,930069138;4,048986461;4,059979717;0,215561374;3;1;3;8860;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Desmidium swartzii;1;;green algae;P5
3406;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Desmidiaceae;Sphaerozosma;sp;;NA;Sphaerozosma sp;;NA;;250;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sphaerozosma sp;1;;green algae;P5
3407;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Peniaceae;Penium;sp;;NA;Penium sp;;NA;;250;Penium;genus;2,602059991;3,417357367;3,397940009;4,803341015;0,398988651;24;NA;2;8499;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Penium sp;0;;green algae;P3
3408;320200;s161;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;sp;;NA;Closterium sp;;NA;;1500;Closterium;genus;1,775901579;2,861474522;2,665931287;5,423363855;0,605349736;1415;1;7;7257;all;NA;d;c;a;b;K;e;NA;1500;1500;1700;1200;1700;1000;NA;2900;2900;NA;100;Closterium sp;0;;green algae;P4
3409;320201;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;acutum;;NA;Closterium acutum;;NA;;650;Closterium acutum;species;1,823908741;2,468961275;2,576011648;3,122215878;0,30113411;584;1;3;7262;all;NA;d;c;a;b;R;f;NA;650;700;NA;NA;NA;NA;260;650;650;NA;150;Closterium acutum;0;;green algae;P4
3410;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;acutum var variabile;;NA;Closterium acutum var variabile;Closterium pseudospirotaenium var variabile;NA;;550;Closterium;genus;1,775901579;2,861474522;2,665931287;5,423363855;0,605349736;1415;1;7;7257;all;NA;d;c;a;b;R;d;NA;550;600;NA;NA;NA;NA;NA;550;550;NA;100;Closterium acutum var. variabile;0;;green algae;P3
3411;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;cynthia;;NA;Closterium cynthia;;NA;;550;Closterium cynthia;species;2,301029996;2,301029996;2,301029996;2,301029996;NA;1;NA;1;7314;all;NA;d;c;a;b;R;e;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Closterium cynthia;0;;green algae;P3
3412;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;striolatum;;NA;Closterium striolatum;;NA;;550;Closterium striolatum;species;4,372212152;4,954568365;5,011348726;5,423363855;0,438904263;4;NA;1;7390;all;NA;d;c;a;b;K;f;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Closterium striolatum;0;;green algae;P3
3413;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;limneticum;;NA;Closterium limneticum;;NA;;1500;Closterium limneticum;species;2,135662602;3,019840849;3,175432738;3,954242509;0,457258624;129;NA;1;7427;all;NA;d;c;a;b;K;f;NA;1500;1500;NA;NA;NA;NA;NA;1500;1500;NA;100;Closterium limneticum;0;;green algae;P4
3414;NA;s160;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;pronum;;NA;Closterium pronum;;NA;;4500;Closterium pronum;species;3,352182518;3,464604603;3,452297671;3,823908741;0,090229983;53;NA;1;7378;all;NA;d;c;a;b;K;f;NA;4500;2000;NA;NA;NA;NA;NA;4500;4500;NA;100;Closterium pronum;0;;green algae;P4
3415;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;gracile;;NA;Closterium gracile;;NA;;6500;Closterium gracile;species;2,892727209;3,27850522;3,254966879;3,780451102;0,144453928;60;1;3;7258;all;NA;d;c;a;b;K;f;NA;6500;2800;NA;NA;NA;NA;NA;NA;NA;NA;100;Closterium gracile;0;;green algae;P4
3416;NA;;eukaryota;Plantae;Charophyta;Conjugatophyceae;Desmidiales;Closteriaceae;Closterium;setaceum;;NA;Closterium setaceum;;NA;;2500;Closterium setaceum;species;2,135418905;2,694493052;2,77815125;3,477121255;0,352886193;26;1;2;7266;all;NA;d;c;a;b;K;d;NA;2500;2000;NA;NA;NA;NA;NA;2500;2500;NA;100;Closterium setaceum;0;;green algae;P4
