"","date","id_CH","abundance","unit","depth","order","genus","species","volume_um.3","kremer_key","mdn_nu.biovol","volume_um.3.1","species_buergi","occurrences","lake"
"77",1995-12-11,2,97000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"78",1996-09-16,2,120000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"79",1996-10-14,2,130000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"80",1996-11-11,2,180000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"81",1996-12-09,2,72000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"82",1997-01-07,2,110000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"83",1997-02-17,2,46000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"84",1997-05-26,2,2300,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"85",1997-09-15,2,30000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"86",1997-10-20,2,38000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"87",1997-11-10,2,77000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"88",1997-12-08,2,140000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"89",1998-05-25,2,51000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"90",1999-05-25,2,10000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"91",2000-01-10,2,1300000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"92",2000-02-21,2,46000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"93",2002-11-12,2,33000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"94",2003-04-02,2,42000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"95",2003-04-30,2,57000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"96",2004-11-10,2,12000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
